Style,Style DescriptioItnem,Item DescriptioCnolor Color Descr Grid,Size,,,Variant,Made In,Department Gender,,Product FamilyProduct SubgroQutpy,,RRP,,Unit Price,Total Sell,WH Mov. Ref.,Carton No,EAN code,SKU Tariff code,,Unit Weight KG,Total Unit Weight,Material1 Material1 composition,Finish1 Material2,Material2 composition,,Finish2,Material3,,Material3 composition,Finish3,Lining Type,Lining Composition
602669,JAWAN 24044,CALF PLAIN F008 0100 BLACK 51,43,,,F,IT,Shoes MENS,,SHOES SANDAL 1,,€4 90.00,,€8 8.20,€88.20,WFCH01/2023/03/1846-38,CH-2022-000100476,7612506348550,623806600764039992,,0.632,0.632,CALF TO:Calf,PLAIN,,,PLAIN,,,,,PELLE,L1:Calf
583206,B BUCKLE 35 M0.T6827,MIX COTTON/SFY5N6T6 STRIPERDED BALLY/BEI1G9E,90,,,,IT,Accessories MENS,,ACC BELTS FIXED/REVERSIBLE 2,,€195.00,,€3 5.10,€70.20,WFCH01/2023/03/1846-39,CH-2022-000100451,7612510506687,622145000762171010,,0.247,0.494,MIX COTTONM/1SY:PNCT70PP30,STRIPED CALF,M2:100%Bovine,,PLAIN,,,,,,
602165,DIANET FLAT 25561,LAMB PLAIN F025 02231 OCEANIA0 521,36.5,,,E,IT,Shoes LADIES,,SHOES FLAT PUMP 1,,€4 90.00,,€8 8.20,€88.20,WFCH01/2023/03/1846-40,CH-2022-000110617,7612506372982,623810501264035993,,0.395,0.395,LAMB M1:100%Lamb,PLAIN LAMB,M2:100%Lamb,,PLAIN,,,,,,LN:100%Goat
600675,BLASS.BI.IFL 20719,CALF EMBOSSEFD037 MULTI BLUE SK2Y0,1,,,,BG,Accessories MENS,,ACC SLG PHONE WALLET 42,,€395.00,,€7 1.10,"€2 ,986.20",WFCH01/2023/03/1846-41,CH-2022-000118055,7612501805409,623639300142023100,,0.222,9.324,CALF EX:Calf,EMBOSSECDALF,,,,,,,,,LN:53Polyester47Nylon Rec.
601948,BYLLET 25277,CALF RUBBER-CFO00A0TED BLACK 02,40,,,E,CN,Shoes MENS,,SHOES SNEAKER 1,,€370.00,,€6 6.60,€66.60,WFCH01/2023/03/1846-42,CH-2022-000118076,7612506376041,623771800764039992,,0.711,0.711,CALF M1:100%Calf,RUBBER-COALAFTED,M2:100%Calf,,PLAIN,,,M3:100%Calf,,,LN:100%Calf
602069,JEMINA FLAT-S2P5522,GOAT PLAIN F126 03015 BONE 1505,36,,,E,IT,Shoes LADIES,,SHOES FLAT PUMP 2,,€5 20.00,,€9 3.60,€1 87.20,WFCH01/2023/03/1846-43,CH-2022-000118077,7612506349755,623815301364035993,,0.434,0.868,GOAT M1:100%Goat,PLAIN CALF,M2:100%Calf,,PRINTED,,,,,,LN:100%Goat
602069,JEMINA FLAT-S2P5522,GOAT PLAIN F126 03015 BONE 1505,37,,,E,IT,Shoes LADIES,,SHOES FLAT PUMP 1,,€5 20.00,,€9 3.60,€93.60,WFCH01/2023/03/1846-43,CH-2022-000118077,7612506349779,623815301164035993,,0.434,0.434,GOAT M1:100%Goat,PLAIN CALF,M2:100%Calf,,PRINTED,,,,,,LN:100%Goat
602069,JEMINA FLAT-S2P5522,GOAT PLAIN F126 03015 BONE 1505,38,,,E,IT,Shoes LADIES,,SHOES FLAT PUMP 1,,€5 20.00,,€9 3.60,€93.60,WFCH01/2023/03/1846-43,CH-2022-000118077,7612506349793,623815300964035993,,0.434,0.434,GOAT M1:100%Goat,PLAIN CALF,M2:100%Calf,,PRINTED,,,,,,LN:100%Goat
602069,JEMINA FLAT-S2P5522,GOAT PLAIN F126 03015 BONE 1505,39.5,,,E,IT,Shoes LADIES,,SHOES FLAT PUMP 1,,€5 20.00,,€9 3.60,€93.60,WFCH01/2023/03/1846-43,CH-2022-000118077,7612506349823,6238153006 4035993,,0.434,0.434,GOAT M1:100%Goat,PLAIN CALF,M2:100%Calf,,PRINTED,,,,,,LN:100%Goat
602069,JEMINA FLAT-S2P5522,GOAT PLAIN F126 03015 BONE 1505,40,,,E,IT,Shoes LADIES,,SHOES FLAT PUMP 1,,€5 20.00,,€9 3.60,€93.60,WFCH01/2023/03/1846-43,CH-2022-000118077,7612506349830,623815300564035993,,0.434,0.434,GOAT M1:100%Goat,PLAIN CALF,M2:100%Calf,,PRINTED,,,,,,LN:100%Goat
602069,JEMINA FLAT-S2P5522,GOAT PLAIN F126 03015 BONE 1505,41,,,E,IT,Shoes LADIES,,SHOES FLAT PUMP 1,,€5 20.00,,€9 3.60,€93.60,WFCH01/2023/03/1846-43,CH-2022-000118077,7612506349854,623815300364035993,,0.434,0.434,GOAT M1:100%Goat,PLAIN CALF,M2:100%Calf,,PRINTED,,,,,,LN:100%Goat
594946,L0BA209F-424522111,MIX WOOL/POLFY1A0M3  DRAPLIGHT BEIGE 15,40,,,,IT,Ready to WearLADIES,,RTW CLOTHINGCOAT 1,,"€ 1 ,100.00",,€1 98.00,€1 98.00,WFCH01/2023/03/1846-44,CH-2022-000118090,7612510899789,622745100562022000,,1.382,1.382,MIX WOOL/PMO1L:Y7A5WMV20NY05CashmereDRAP,,,,,,,,,,L1:52VI48CO
594946,L0BA209F-424522111,MIX WOOL/POLFY1A0M3  DRAPLIGHT BEIGE 15,42,,,,IT,Ready to WearLADIES,,RTW CLOTHINGCOAT 1,,"€ 1 ,100.00",,€1 98.00,€1 98.00,WFCH01/2023/03/1846-44,CH-2022-000118090,7612510899796,622745100462022000,,1.382,1.382,MIX WOOL/PMO1L:Y7A5WMV20NY05CashmereDRAP,,,,,,,,,,L1:52VI48CO
594946,L0BA209F-424522111,MIX WOOL/POLFY1A0M3  DRAPLIGHT BEIGE 15,44,,,,IT,Ready to WearLADIES,,RTW CLOTHINGCOAT 1,,"€ 1 ,100.00",,€1 98.00,€1 98.00,WFCH01/2023/03/1846-44,CH-2022-000118090,7612510899802,622745100362022000,,1.382,1.382,MIX WOOL/PMO1L:Y7A5WMV20NY05CashmereDRAP,,,,,,,,,,L1:52VI48CO
598607,CELESTINE.BB 23226,CALF PLAIN F316 LIPSTICK 18 23,1,,,,IT,Accessories LADIES,,ACC LLG CROSS BODY 1,,"€ 1 ,095.00",,€1 97.10,€1 97.10,WFCH01/2023/03/1846-45,CH-2022-000118091,7612501356109,623093000142029100,,0.740,0.740,CALF M1:100%Calf,PLAIN,M2:100%Silk,,,,,,,,LN:LI51CO49
599418,CARLY W 21645,CALF PLAIN F546 LIPISTICK 18 23,1,,,,IT,Accessories LADIES,,ACC SLG BUSINESS CARD HOLDER2,,€195.00,,€3 5.10,€70.20,WFCH01/2023/03/1846-46,CH-2022-000118092,7612501960313,623518800142023100,,0.042,0.084,CALF M1:100%Calf,PLAIN CALF,,,,,,,,,LN:PL68PU32
593295,FOLDABLE TOT2E0594,SYNTHETIC FABFR0I0C7 INK 15 23,1,,,,CN,Accessories LADIES,,ACC LLG TOTE 2,,€3 10.00,,€5 5.80,€1 11.60,WFCH01/2023/03/1846-47,CH-2022-000124255,7612510551953,622289000142022290,,0.296,0.592,SYNTHETIC M1:PV66NY32PU02,FABRIC BOVINE SPLIMT 2:YB91PU09,,,EMBOSSED,,,M3:NY92PU08,,,
600323,BRINELLE-NEW2-4C5V92,CALF PLAIN F007 0300 WHITE 05,38,,,E,CN,Shoes LADIES,,SHOES SNEAKER 2,,€4 95.00,,€8 9.10,€1 78.20,WFCH01/2023/03/1846-48,CH-2022-000118078,7612501920935,623472500464039993,,0.573,1.146,CALF M1:100%Calf,PLAIN LAMB,M2:100%Lamb,,PLAIN,,,M3:100%Kid,,,LN:100%Calf
600323,BRINELLE-NEW2-4C5V92,CALF PLAIN F007 0300 WHITE 05,41,,,E,CN,Shoes LADIES,,SHOES SNEAKER 1,,€4 95.00,,€8 9.10,€89.10,WFCH01/2023/03/1846-48,CH-2022-000118078,7612501920966,623472500164039993,,0.573,0.573,CALF M1:100%Calf,PLAIN LAMB,M2:100%Lamb,,PLAIN,,,M3:100%Kid,,,LN:100%Calf
593769,JANELLE 40 22797,CALF PLAIN F440 30710 PRUNE 1095,38,,,E,IT,Shoes LADIES,,SHOES PUMP 1,,€530.00,,€9 5.40,€95.40,WFCH01/2023/03/1846-49,CH-2022-000118078,7612510951678,622816100964035992,,0.553,0.553,CALF TO:Calf,PLAIN,,,,,,,,,L1:Goat
593769,JANELLE 40 22797,CALF PLAIN F440 30710 PRUNE 1095,39,,,E,IT,Shoes LADIES,,SHOES PUMP 1,,€530.00,,€9 5.40,€95.40,WFCH01/2023/03/1846-49,CH-2022-000118078,7612510951692,622816100764035992,,0.553,0.553,CALF TO:Calf,PLAIN,,,,,,,,,L1:Goat
593769,JANELLE 40 22797,CALF PLAIN F440 30710 PRUNE 1095,40,,,E,IT,Shoes LADIES,,SHOES PUMP 1,,€530.00,,€9 5.40,€95.40,WFCH01/2023/03/1846-49,CH-2022-000118078,7612510951715,622816100564035992,,0.553,0.553,CALF TO:Calf,PLAIN,,,,,,,,,L1:Goat
598132,M5LR572K-7S05005319,COTTON KNITWF2E4A9R SNUFF 50 09,46,,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER 1,,€3 50.00,,€6 3.00,€63.00,WFCH01/2023/03/1846-50,CH-2022-000118081,7612501550873,623356500861102000,,0.622,0.622,COTTON Cotton,KNITWEAR,,,,,,,,,
598132,M5LR572K-7S05005319,COTTON KNITWF2E4A9R SNUFF 50 09,52,,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER 2,,€3 50.00,,€6 3.00,€1 26.00,WFCH01/2023/03/1846-50,CH-2022-000118081,7612501550903,623356500561102000,,0.622,1.244,COTTON Cotton,KNITWEAR,,,,,,,,,
598132,M5LR572K-7S05050319,COTTON KNITWF2E4A9R SNUFF 50 09,54,,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER 1,,€3 50.00,,€6 3.00,€63.00,WFCH01/2023/03/1846-50,CH-2022-000118081,7612501550910,623356500461102000,,0.622,0.622,COTTON Cotton,KNITWEAR,,,,,,,,,
598132,M5LR572K-7S05005319,COTTON KNITWF2E4A9R SNUFF 50 09,56,,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER 1,,€3 50.00,,€6 3.00,€63.00,WFCH01/2023/03/1846-50,CH-2022-000118081,7612501550927,623356500361102000,,0.622,0.622,COTTON Cotton,KNITWEAR,,,,,,,,,
598132,M5LR572K-7S05005319,COTTON KNITWF2E4A9R SNUFF 50 09,58,,,,IT,Ready to WearMENS,,RTW CLOTHINGSWEATER 2,,€3 50.00,,€6 3.00,€1 26.00,WFCH01/2023/03/1846-50,CH-2022-000118081,7612501550934,623356500261102000,,0.622,1.244,COTTON Cotton,KNITWEAR,,,,,,,,,
601948,BYLLET 25277,CALF RUBBER-CFO00A0TED BLACK 02,41,,,E,CN,Shoes MENS,,SHOES SNEAKER 2,,€370.00,,€6 6.60,€1 33.20,WFCH01/2023/03/1846-51,CH-2022-000124273,7612506376058,6237718006 4039992,,0.711,1.422,CALF M1:100%Calf,RUBBER-COALAFTED,M2:100%Calf,,PLAIN,,,M3:100%Calf,,,LN:100%Calf
601948,BYLLET 25277,CALF RUBBER-CFO00A0TED BLACK 02,42,,,E,CN,Shoes MENS,,SHOES SNEAKER 2,,€370.00,,€6 6.60,€1 33.20,WFCH01/2023/03/1846-51,CH-2022-000124273,7612506376065,623771800564039992,,0.711,1.422,CALF M1:100%Calf,RUBBER-COALAFTED,M2:100%Calf,,PLAIN,,,M3:100%Calf,,,LN:100%Calf
601948,BYLLET 25277,CALF RUBBER-CFO00A0TED BLACK 02,43,,,E,CN,Shoes MENS,,SHOES SNEAKER 1,,€370.00,,€6 6.60,€66.60,WFCH01/2023/03/1846-51,CH-2022-000124273,7612506376072,623771800464039992,,0.711,0.711,CALF M1:100%Calf,RUBBER-CAOLAFTED,M2:100%Calf,,PLAIN,,,M3:100%Calf,,,LN:100%Calf
601948,BYLLET 25277,CALF RUBBER-CFO00A0TED BLACK 02,44,,,E,CN,Shoes MENS,,SHOES SNEAKER 2,,€370.00,,€6 6.60,€1 33.20,WFCH01/2023/03/1846-51,CH-2022-000124273,7612506376089,623771800364039992,,0.711,1.422,CALF M1:100%Calf,RUBBER-COALAFTED,M2:100%Calf,,PLAIN,,,M3:100%Calf,,,LN:100%Calf
602259,JANELLE-CNY-W25S531,LAMB PLAIN F024 25404 LIPSTICK0 158,39,,,E,IT,Shoes LADIES,,SHOES SLIPPER 1,,€620.00,,€1 11.60,€1 11.60,WFCH01/2023/03/1846-52,CH-2022-000124277,7612506353530,623784500764035993,,0.513,0.513,LAMB M1:100%Lamb,PLAIN,,,,,,,,,LN:100%Goat
596888,KOLMER 35 M 22567,BOVINE SPLIT PFL8A1I0N BLACK 19,110,,,,IT,Accessories MENS,,ACC BELTS ADJUSTABLE/REVERSIBL1,,€250.00,,€4 5.00,€45.00,WFCH01/2023/03/1846-53,CH-2022-000124281,7612501230263,622904400142033000,,0.188,0.188,BOVINE SPLIMT 1:YB92PU08,PLAIN BOVINE SPLIMT 2:YB92PU08,,,,,,,,,
596888,KOLMER 35 M 22567,BOVINE SPLIT PFL8A1I0N BLACK 19,110,,,,IT,Accessories MENS,,ACC BELTS ADJUSTABLE/REVERSIBL1,,€250.00,,€4 5.00,€45.00,WFCH01/2023/03/1846-54,CH-2022-000124288,7612501230263,622904400142033000,,0.188,0.188,BOVINE SPLIMT 1:YB92PU08,PLAIN BOVINE SPLIMT 2:YB92PU08,,,,,,,,,
600058,DARKON 35 M.P2B4275,SYNTHETIC PVCF050 MULTISTORM 19,115,,,,IT,Accessories MENS,,ACC BELTS FIXED 1,,€2 25.00,,€4 0.50,€40.50,WFCH01/2023/03/1846-55,CH-2022-000124288,7612501960719,623533000242033000,,0.180,0.180,SYNTHETIC M1:PV70CO30,PVC BOVINE SPLIMT 2:100%Calf,,,,,,,,,
600058,DARKON 35 M.P2B4275,SYNTHETIC PVCF050 MULTISTORM 19,85,,,,IT,Accessories MENS,,ACC BELTS FIXED 1,,€2 25.00,,€4 0.50,€40.50,WFCH01/2023/03/1846-55,CH-2022-000124288,7612501960658,623533000842033000,,0.180,0.180,SYNTHETIC M1:PV70CO30,PVC BOVINE SPLIMT 2:100%Calf,,,,,,,,,
600058,DARKON 35 M.P2B4275,SYNTHETIC PVCF050 MULTISTORM 19,90,,,,IT,Accessories MENS,,ACC BELTS FIXED 1,,€2 25.00,,€4 0.50,€40.50,WFCH01/2023/03/1846-55,CH-2022-000124288,7612501960665,623533000742033000,,0.180,0.180,SYNTHETIC M1:PV70CO30,PVC BOVINE SPLIMT 2:100%Calf,,,,,,,,,
600214,ON THE GO TOT2E4382,FABRIC FABRICF010 BLACK 20,1,,,,CN,Accessories MENS,,ACC LLG TOTE 6,,€4 50.00,,€8 1.00,€4 86.00,WFCH01/2023/03/1846-56,CH-2022-000100480,7612501949424,623548100142022290,,0.548,3.288,FABRIC EX:70Nylon20PolyurethaneF0A5BRoIvCineB0O4PVoINlyEester01Polyester Rec.,,,,,,,,,,
597552,M0BA161F-527025590,MIX COTTON MFA1C8K4INTOSHINK/BALLY RED09,50,,,,IT,Ready to WearMENS,,RTW CLOTHINGCOAT 1,,€995.00,,€1 79.10,€1 79.10,WFCH01/2023/03/1846-57,CH-2022-000100483,7612501550064,6233470006 2013000,,0.869,0.869,MIX COTTONM1:Cotton,MACKINTOSH,,,,,,,,,
594946,L0BA209F-424522111,MIX WOOL/POLFY1A0M3  DRAPLIGHT BEIGE 15,44,,,,IT,Ready to WearLADIES,,RTW CLOTHINGCOAT 2,,"€ 1 ,100.00",,€1 98.00,€3 96.00,WFCH01/2023/03/1846-58,CH-2022-000100483,7612510899802,622745100362022000,,1.382,2.764,MIX WOOL/PMO1L:Y75AWMV20NY05CashmereDRAP,,,,,,,,,,L1:52VI48CO
597346,M0BA153F-397178795,MIX POLYESTERF 7B5O0NDED INK 15 09,50,,,,IT,Ready to WearMENS,,RTW CLOTHINGCOAT 1,,€995.00,,€1 79.10,€1 79.10,WFCH01/2023/03/1846-59,CH-2022-000100483,7612501287458,6229544006 2014000,,1.283,1.283,MIX POLYESMTE1R:46PL28WO24CO02EA,BONDED,M2:Nylon,,,,,,,,L1:PL/L2:CO/L3:PL
597346,M0BA153F-397178795,MIX POLYESTERF 7B5O0NDED INK 15 09,52,,,,IT,Ready to WearMENS,,RTW CLOTHINGCOAT 1,,€995.00,,€1 79.10,€1 79.10,WFCH01/2023/03/1846-59,CH-2022-000100483,7612501287465,622954400562014000,,1.283,1.283,MIX POLYESMTE1R:46PL28WO24CO02EA,BONDED,M2:Nylon,,,,,,,,L1:PL/L2:CO/L3:PL
597346,M0BA153F-397178795,MIX POLYESTERF 7B5O0NDED INK 15 09,54,,,,IT,Ready to WearMENS,,RTW CLOTHINGCOAT 1,,€995.00,,€1 79.10,€1 79.10,WFCH01/2023/03/1846-59,CH-2022-000100483,7612501287472,622954400462014000,,1.283,1.283,MIX POLYESTME1R:46PL28WO24CO02EA,BONDED,M2:Nylon,,,,,,,,L1:PL/L2:CO/L3:PL
597905,L2BA055F-399723481,COTTON SOLIDF181 BONE 50 15,38,,,,IT,Ready to WearLADIES,,RTW CLOTHINGJACKET 1,,"€ 1 ,250.00",,€2 25.00,€2 25.00,WFCH01/2023/03/1846-60,CH-2022-000100485,7612501551146,6233306006 2043211,,0.938,0.938,COTTON M1:Cotton,SOLID,M2:Silk,,,,,M3:63VI37SE,,,L1:52VI48CO
597905,L2BA055F-399723481,COTTON SOLIDF181 BONE 50 15,40,,,,IT,Ready to WearLADIES,,RTW CLOTHINGJACKET 2,,"€ 1 ,250.00",,€2 25.00,€4 50.00,WFCH01/2023/03/1846-60,CH-2022-000100485,7612501551153,623330600562043211,,0.938,1.876,COTTON M1:Cotton,SOLID,M2:Silk,,,,,M3:63VI37SE,,,L1:52VI48CO
597905,L2BA055F-399723481,COTTON SOLIDF181 BONE 50 15,42,,,,IT,Ready to WearLADIES,,RTW CLOTHINGJACKET 2,,"€ 1 ,250.00",,€2 25.00,€4 50.00,WFCH01/2023/03/1846-60,CH-2022-000100485,7612501551160,623330600462043211,,0.938,1.876,COTTON M1:Cotton,SOLID,M2:Silk,,,,,M3:63VI37SE,,,L1:52VI48CO
600841,BROYS-I-W 25315,CALF RUBBER-CFO00A0TED BLACK 05,37,,,E,CN,Shoes LADIES,,SHOES SNEAKER 1,,€400.00,,€7 2.00,€72.00,WFCH01/2023/03/1846-61,CH-2022-000118065,7612506440858,623780600564039993,,0.533,0.533,CALF TO:96Calf04Polyethylene,RUBBER-COALAFTED,,,INTERLACED,,,,,,L1:89Calf07Nylon04Polyurethane
595364,CECYLE SM.SE 21578,CALF PLAIN F073 BONE 15 23,1,,,,IT,Accessories LADIES,,ACC LLG CROSS BODY 2,,"€ 1 ,195.00",,€2 15.10,€4 30.20,WFCH01/2023/03/1846-62,CH-2022-000118082,7612510866088,622684900142022100,,0.543,1.086,CALF M1:100%Calf,PLAIN,,,,,,,,,LN:LI51CO49
597552,M0BA161F-527025590,MIX COTTON MFA1C8K4INTOSHINK/BALLY RED09,48,,,,IT,Ready to WearMENS,,RTW CLOTHINGCOAT 1,,€995.00,,€1 79.10,€1 79.10,WFCH01/2023/03/1846-63,CH-2022-000118086,7612501550057,623347000762013000,,0.869,0.869,MIX COTTONM1:Cotton,MACKINTOSH,,,,,,,,,
597552,M0BA161F-527025590,MIX COTTON MFA1C8K4INTOSHINK/BALLY RED09,50,,,,IT,Ready to WearMENS,,RTW CLOTHINGCOAT 1,,€995.00,,€1 79.10,€1 79.10,WFCH01/2023/03/1846-63,CH-2022-000118086,7612501550064,6233470006 2013000,,0.869,0.869,MIX COTTONM1:Cotton,MACKINTOSH,,,,,,,,,
594387,TILL.TSP.IFL 20560,BOVINE GRAINEF0D36 BALLY RED 14 23,1,,,,CN,Accessories LADIES,,ACC SLG CONTINENTAL WALLET20,,€240.00,,€4 3.20,€8 64.00,WFCH01/2023/03/1846-64,CH-2022-000124263,7612510729666,622489500142023100,,0.166,3.320,BOVINE M1:100%Bovine,GRAINEDBOVINE,M2:100%Bovine,,GRAINED,,,M3:100%Bovine,,,LN:100%Calf
596897,COPPER 40 M.T22541,SYNTHETIC FABFR4I8C0 BLACK/BONE/R1E9D+BLACK 100,,,,,IT,Accessories MENS,,ACC BELTS FIXED/REVERSIBLE 1,,€160.00,,€2 8.80,€28.80,WFCH01/2023/03/1846-65,CH-2022-000124272,7612501248763,622909500562171090,,0.197,0.197,SYNTHETIC M1:NY81PE19,FABRIC CALF,M2:100%Calf,,,,,,,,
595595,GAVINIA-F 25490,CALF LAMINATEFD116 0478 PLATINO 05,39,,,E,CN,Shoes LADIES,,SHOES SNEAKER 1,,€330.00,,€5 9.40,€59.40,WFCH01/2023/03/1846-66,CH-2022-000124276,7612506331552,623780900764039992,,0.612,0.612,CALF TO:95Calf05Lamb,LAMINATCEADLF,,,PLAIN,,,,,,L1:90Calf06Nylon04Polyurethane
600451,M9PO031L-4S0234446,SHEEP LEATHERF577 COFFEE/BLACK07,8,,,,IT,Ready to WearMENS,,RTW ACCESSORGIELOS VES 1,,€3 00.00,,€5 4.00,€54.00,WFCH01/2023/03/1846-67,CH-2022-000124283,7612501945792,623495500542032900,,0.113,0.113,SHEEP Sheep,LEATHER,,,,,,,,,
600451,M9PO031L-4S0234446,SHEEP LEATHERF577 COFFEE/BLACK07,8.5,,,,IT,Ready to WearMENS,,RTW ACCESSORGIELOS VES 1,,€3 00.00,,€5 4.00,€54.00,WFCH01/2023/03/1846-67,CH-2022-000124283,7612501945808,6234955004 2032900,,0.113,0.113,SHEEP Sheep,LEATHER,,,,,,,,,
600231,M7GM461T-8J4049106,MIX WOOL JACFQ3U2A0RD DOVE 11,1,,,,IT,Ready to WearMENS,,RTW ACCESSORSICEASRF 2,,€1 60.00,,€2 8.80,€57.60,WFCH01/2023/03/1846-68,CH-2022-000124284,7612501951632,623491700161171090,,0.089,0.178,MIX WOOL M1:62VI19WO19SE,JACQUARD,,,,,,,,,
596897,COPPER 40 M.T22541,SYNTHETIC FABFR4I8C0 BLACK/BONE/R1E9D+BLACK 90,,,,,IT,Accessories MENS,,ACC BELTS FIXED/REVERSIBLE 4,,€160.00,,€2 8.80,€1 15.20,WFCH01/2023/03/1846-69,CH-2022-000100453,7612501248749,622909500762171090,,0.198,0.792,SYNTHETIC M1:NY81PE19,FABRIC CALF,M2:100%Calf,,,,,,,,
590790,SALDER.S.IFL 19365,CALF EMBOSSEFD057 MARINE 17 23,1,,,,CN,Accessories LADIES,,ACC SLG BUSINESS CARD HOLDER7,,€172.00,,€3 0.96,€2 16.72,WFCH01/2023/03/1846-70,CH-2022-000100459,7612510371858,621963200142023100,,0.044,0.308,CALF M1:YB91PU09,EMBOSSEBDULL,M2:100%Bovine,,GRAINED,,,M3:100%Bovine,,,
600018,L3OU288F-9S20224.8O30,POLYESTER EMFB7R1O3IDEREDNAVY 15,40,,,,RO,Ready to WearLADIES,,RTW CLOTHINGBOMBER/BLOUSON 1,,€650.00,,€1 17.00,€1 17.00,WFCH01/2023/03/1846-71,CH-2022-000100486,7612501667526,623430900562024000,,0.454,0.454,POLYESTER Polyester,EMBROIDERED,,,,,,,,,
600018,L3OU288F-9S20224.8O30,POLYESTER EMFB7R1O3IDEREDNAVY 15,44,,,,RO,Ready to WearLADIES,,RTW CLOTHINGBOMBER/BLOUSON 1,,€650.00,,€1 17.00,€1 17.00,WFCH01/2023/03/1846-71,CH-2022-000100486,7612501667540,623430900362024000,,0.454,0.454,POLYESTER Polyester,EMBROIDERED,,,,,,,,,
597346,M0BA153F-397178795,MIX POLYESTERF 7B5O0NDED INK 15 09,50,,,,IT,Ready to WearMENS,,RTW CLOTHINGCOAT 1,,€995.00,,€1 79.10,€1 79.10,WFCH01/2023/03/1846-72,CH-2022-000116338,7612501287458,6229544006 2014000,,1.283,1.283,MIX POLYESMTE1R:46PL28WO24CO02EA,BONDED,M2:Nylon,,,,,,,,L1:PL/L2:CO/L3:PL
597346,M0BA153F-397178795,MIX POLYESTERF 7B5O0NDED INK 15 09,54,,,,IT,Ready to WearMENS,,RTW CLOTHINGCOAT 1,,€995.00,,€1 79.10,€1 79.10,WFCH01/2023/03/1846-72,CH-2022-000116338,7612501287472,622954400462014000,,1.283,1.283,MIX POLYESMTE1R:46PL28WO24CO02EA,BONDED,M2:Nylon,,,,,,,,L1:PL/L2:CO/L3:PL
597346,M0BA153F-397178795,MIX POLYESTERF 7B5O0NDED INK 15 09,56,,,,IT,Ready to WearMENS,,RTW CLOTHINGCOAT 1,,€995.00,,€1 79.10,€1 79.10,WFCH01/2023/03/1846-72,CH-2022-000116338,7612501287489,622954400362014000,,1.283,1.283,MIX POLYESTME1R:46PL28WO24CO02EA,BONDED,M2:Nylon,,,,,,,,L1:PL/L2:CO/L3:PL
597346,M0BA153F-397178795,MIX POLYESTERF 7B5O0NDED INK 15 09,58,,,,IT,Ready to WearMENS,,RTW CLOTHINGCOAT 1,,€995.00,,€1 79.10,€1 79.10,WFCH01/2023/03/1846-72,CH-2022-000116338,7612501287496,622954400262014000,,1.283,1.283,MIX POLYESMTE1R:46PL28WO24CO02EA,BONDED,M2:Nylon,,,,,,,,L1:PL/L2:CO/L3:PL
601441,PARK-I 25321,CALF SUEDE EMFB44O9SSED 46812 AGATA 2314,8,,,E,IT,Shoes MENS,,SHOES DRIVER 1,,€4 50.00,,€8 1.00,€81.00,WFCH01/2023/03/1846-73,CH-2022-000118063,7612506400524,623795001164039992,,0.671,0.671,CALF SUEDEM1:100%Calf,EMBOSSECDALF,M2:100%Calf,,PLAIN,,,,,,LN:100%Calf
598893,JACKIE 45-CRYS2T4A8L88,CALF PLAIN F100 0100 BLACK 05,35.5,,,E,IT,Shoes LADIES,,SHOES PUMP 1,,€595.00,,€1 07.10,€1 07.10,WFCH01/2023/03/1846-74,CH-2022-000118077,7612501962478,623510301464035993,,0.548,0.548,CALF M1:100%Calf,PLAIN,,,,,,,,,LN:100%Goat
598893,JACKIE 45-CRYS2T4A8L88,CALF PLAIN F100 0100 BLACK 05,37.5,,,E,IT,Shoes LADIES,,SHOES PUMP 2,,€595.00,,€1 07.10,€2 14.20,WFCH01/2023/03/1846-74,CH-2022-000118077,7612501962515,623510301064035993,,0.548,1.096,CALF M1:100%Calf,PLAIN,,,,,,,,,LN:100%Goat
591677,ASTOR 30 M 22571,BOVINE SPLIT PFL0A3I7N INK 15 19,110,,,,IT,Accessories MENS,,ACC BELTS ADJUSTABLE/REVERSIBL4,,€230.00,,€4 1.40,€1 65.60,WFCH01/2023/03/1846-75,CH-2022-000124281,7612501488183,623225200142033000,,0.178,0.712,BOVINE SPLIMT 1:YB92PU08,PLAIN BOVINE SPLIMT 2:YB92PU08,,,,,,,,,
596278,L5LR392K-8S02010362,WOOL KNITWEFA7R71 DUSTY MARINE15,38,,,,IT,Ready to WearLADIES,,RTW CLOTHINGSWEATER 1,,€3 50.00,,€6 3.00,€63.00,WFCH01/2023/03/1846-76,CH-2022-000124283,7612501249838,6229310006 1101100,,0.247,0.247,WOOL Wool,KNITWEAR,,,,,,,,,
596278,L5LR392K-8S02010362,WOOL KNITWEFA7R71 DUSTY MARINE15,40,,,,IT,Ready to WearLADIES,,RTW CLOTHINGSWEATER 1,,€3 50.00,,€6 3.00,€63.00,WFCH01/2023/03/1846-76,CH-2022-000124283,7612501249845,622931000561101100,,0.247,0.247,WOOL Wool,KNITWEAR,,,,,,,,,
